country_name,city_name,aqi_value,aqi_category,dominant_pollutant,predicted_aqi,error,risk_level
Germany,Trier,53,Moderate,PM2.5,53.0,0.0,Moderate
Mexico,Fortin,58,Moderate,PM2.5,58.0,0.0,Moderate
United States of America,West Chester,55,Moderate,PM2.5,55.0,0.0,Moderate
Russian Federation,Dobrinka,48,Good,PM2.5,48.0,0.0,Good
Brazil,Curuca,42,Good,PM2.5,42.0,0.0,Good
Germany,Karlsruhe,55,Moderate,PM2.5,55.0,0.0,Moderate
Spain,Vic,48,Good,OZONE,48.0,0.0,Good
Central African Republic,Alindao,60,Moderate,PM2.5,60.0,0.0,Moderate
Japan,Kashima,59,Moderate,OZONE,59.0,0.0,Moderate
Greece,Pirgos,47,Good,PM2.5,47.0,0.0,Good
New Zealand,Lower Hutt,65,Moderate,PM2.5,65.0,0.0,Moderate
Germany,Walldurn,30,Good,OZONE,30.0,0.0,Good
Spain,Baza,36,Good,OZONE,36.0,0.0,Good
Italy,Matelica,43,Good,OZONE,43.0,0.0,Good
Brazil,Sao Miguel Do Araguaia,17,Good,OZONE,17.0,0.0,Good
Spain,Colmenar Viejo,57,Moderate,PM2.5,57.0,0.0,Moderate
United States of America,Tooele,50,Good,PM2.5,50.0,0.0,Good
Russian Federation,Cherdakly,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,Lewisville,71,Moderate,PM2.5,71.0,0.0,Moderate
Niger,Tanout,106,Unhealthy for Sensitive Groups,PM2.5,106.0,0.0,Unhealthy (Sensitive)
United States of America,Galion,47,Good,PM2.5,47.0,0.0,Good
Venezuela (Bolivarian Republic of),Maturin,56,Moderate,PM2.5,56.0,0.0,Moderate
Thailand,Doembang Nangbuat,44,Good,PM2.5,44.0,0.0,Good
Germany,Witten,34,Good,OZONE,34.0,0.0,Good
Finland,Riihimaki,36,Good,OZONE,36.0,0.0,Good
Uganda,Bundibugyo,55,Moderate,PM2.5,55.0,0.0,Moderate
United States of America,Gulf Gate Estates,42,Good,PM2.5,42.0,0.0,Good
United Kingdom of Great Britain and Northern Ireland,Walkden,32,Good,PM2.5,32.0,0.0,Good
Nigeria,Jos,64,Moderate,PM2.5,64.0,0.0,Moderate
Portugal,Pinhal Novo,42,Good,PM2.5,42.0,0.0,Good
Indonesia,Amuntai,45,Good,PM2.5,45.0,0.0,Good
India,Purwa,304,Hazardous,PM2.5,312.8,8.8,Hazardous
Oman,Salalah,87,Moderate,PM2.5,87.0,0.0,Moderate
Russian Federation,Otradnyy,42,Good,OZONE,42.0,0.0,Good
United States of America,Randallstown,52,Moderate,PM2.5,52.0,0.0,Moderate
United States of America,Altoona,40,Good,PM2.5,40.0,0.0,Good
Pakistan,Muzaffarabad,80,Moderate,OZONE,80.0,0.0,Moderate
United States of America,Pine Hills,51,Moderate,PM2.5,51.0,0.0,Moderate
India,Hajipur,148,Unhealthy for Sensitive Groups,PM2.5,148.0,0.0,Unhealthy (Sensitive)
Italy,Chiari,67,Moderate,PM2.5,67.0,0.0,Moderate
United States of America,Bellwood,82,Moderate,PM2.5,82.0,0.0,Moderate
Romania,Slatina,49,Good,OZONE,49.0,0.0,Good
Thailand,Non Sang,50,Good,PM2.5,50.0,0.0,Good
India,Tufanganj,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
Italy,Terranuova Bracciolini,69,Moderate,OZONE,69.0,0.0,Moderate
United Republic of Tanzania,Mtinko,20,Good,PM2.5,20.0,0.0,Good
India,Tura,75,Moderate,PM2.5,75.0,0.0,Moderate
United States of America,New Carrollton,57,Moderate,PM2.5,57.0,0.0,Moderate
Czechia,Rumburk,29,Good,OZONE,29.0,0.0,Good
Germany,Zeulenroda,61,Moderate,PM2.5,61.0,0.0,Moderate
Philippines,Libog,61,Moderate,PM2.5,61.0,0.0,Moderate
Russian Federation,Krasnokamensk,78,Moderate,PM2.5,78.0,0.0,Moderate
Brazil,Utinga,15,Good,OZONE,15.0,0.0,Good
Kazakhstan,Zyryanovsk,24,Good,PM2.5,23.8,0.2,Good
Spain,Alcala La Real,31,Good,PM2.5,31.0,0.0,Good
Italy,Albano Laziale,77,Moderate,OZONE,77.1,0.1,Moderate
Mexico,Calkini,47,Good,PM2.5,47.0,0.0,Good
Turkey,Susurluk,37,Good,OZONE,37.0,0.0,Good
Brazil,Diamantina,26,Good,PM2.5,26.1,0.1,Good
Italy,Cave,71,Moderate,PM2.5,71.0,0.0,Moderate
Japan,Ryuo,44,Good,OZONE,44.0,0.0,Good
United States of America,Bennington,35,Good,PM2.5,35.0,0.0,Good
Thailand,Phayao,34,Good,PM2.5,34.0,0.0,Good
South Africa,Kokstad,125,Unhealthy for Sensitive Groups,PM2.5,125.0,0.0,Unhealthy (Sensitive)
Finland,Uusikaupunki,28,Good,OZONE,28.0,0.0,Good
Israel,Haifa,90,Moderate,PM2.5,90.0,0.0,Moderate
Nigeria,Abonnema,65,Moderate,PM2.5,65.0,0.0,Moderate
Romania,Brad,64,Moderate,PM2.5,64.0,0.0,Moderate
United States of America,West Columbia,59,Moderate,PM2.5,59.0,0.0,Moderate
Brazil,Ipu,46,Good,PM2.5,46.0,0.0,Good
Azerbaijan,Agstafa,35,Good,OZONE,35.0,0.0,Good
Russian Federation,Otradnoye,73,Moderate,PM2.5,73.0,0.0,Moderate
Japan,Ogaki,52,Moderate,PM2.5,52.0,0.0,Moderate
Mexico,Tekax,108,Unhealthy for Sensitive Groups,PM2.5,108.0,0.0,Unhealthy (Sensitive)
Jordan,Hawwarah,113,Unhealthy for Sensitive Groups,PM2.5,113.0,0.0,Unhealthy (Sensitive)
Germany,Huckeswagen,36,Good,PM2.5,36.0,0.0,Good
India,Sriperumbudur,116,Unhealthy for Sensitive Groups,PM2.5,116.1,0.1,Unhealthy (Sensitive)
Germany,Waldbrol,30,Good,PM2.5,30.0,0.0,Good
Brazil,Joanopolis,40,Good,PM2.5,40.0,0.0,Good
Ethiopia,Gimbi,64,Moderate,PM2.5,64.0,0.0,Moderate
Democratic Republic of the Congo,Kipushi,76,Moderate,PM2.5,76.0,0.0,Moderate
Mexico,San Juan De Los Lagos,59,Moderate,PM2.5,59.0,0.0,Moderate
Russian Federation,Davydovo,31,Good,OZONE,31.0,0.0,Good
Switzerland,Dietikon,53,Moderate,PM2.5,53.0,0.0,Moderate
Brazil,Pato Branco,17,Good,OZONE,17.0,0.0,Good
Russian Federation,Novocheboksarsk,51,Moderate,PM2.5,51.0,0.0,Moderate
South Africa,Mabopane,228,Very Unhealthy,PM2.5,227.2,0.8,Very Unhealthy
Thailand,Wichian Buri,41,Good,PM2.5,41.0,0.0,Good
South Africa,Mogwase,129,Unhealthy for Sensitive Groups,PM2.5,129.0,0.0,Unhealthy (Sensitive)
Brazil,Uberaba,32,Good,PM2.5,32.0,0.0,Good
United States of America,Campbell,48,Good,PM2.5,48.0,0.0,Good
India,Addanki,69,Moderate,PM2.5,69.0,0.0,Moderate
Turkey,Gaziantep,53,Moderate,PM2.5,53.0,0.0,Moderate
United States of America,Fallbrook,74,Moderate,PM2.5,74.0,0.0,Moderate
,Lagos,172,Unhealthy,PM2.5,172.1,0.1,Unhealthy
Germany,Biberach,63,Moderate,PM2.5,63.0,0.0,Moderate
Brazil,Tucuma,46,Good,PM2.5,46.0,0.0,Good
Russian Federation,Cheremkhovo,57,Moderate,PM2.5,57.0,0.0,Moderate
Brazil,Itabira,52,Moderate,PM2.5,52.0,0.0,Moderate
India,Beohari,158,Unhealthy,PM2.5,158.0,0.0,Unhealthy
Philippines,Mangaldan,51,Moderate,PM2.5,51.0,0.0,Moderate
Turkey,Dinar,44,Good,PM2.5,44.0,0.0,Good
Viet Nam,Ha Noi,69,Moderate,PM2.5,69.0,0.0,Moderate
Mexico,Zapotlanejo,56,Moderate,PM2.5,56.0,0.0,Moderate
Germany,Seevetal,35,Good,OZONE,35.0,0.0,Good
Spain,Galdar,40,Good,OZONE,40.0,0.0,Good
Turkey,Simav,50,Good,PM2.5,50.0,0.0,Good
Nigeria,Ijero,78,Moderate,PM2.5,78.0,0.0,Moderate
Russian Federation,Taldom,46,Good,PM2.5,46.0,0.0,Good
Kazakhstan,Serebryansk,42,Good,PM2.5,42.0,0.0,Good
India,Varanasi,184,Unhealthy,PM2.5,184.1,0.1,Unhealthy
United States of America,Tiffin,52,Moderate,PM2.5,52.0,0.0,Moderate
United States of America,Anderson,65,Moderate,PM2.5,65.0,0.0,Moderate
Portugal,Marinha Grande,40,Good,PM2.5,40.0,0.0,Good
Hungary,Nagykata,59,Moderate,PM2.5,59.0,0.0,Moderate
Brazil,Arari,49,Good,PM2.5,49.0,0.0,Good
Poland,Legionowo,34,Good,OZONE,34.0,0.0,Good
Germany,Bad Aibling,66,Moderate,PM2.5,66.0,0.0,Moderate
Spain,Moguer,41,Good,OZONE,41.0,0.0,Good
Canada,Truro,41,Good,PM2.5,41.0,0.0,Good
France,Octeville,30,Good,OZONE,30.0,0.0,Good
Japan,Sodegaura,67,Moderate,PM2.5,67.0,0.0,Moderate
China,Puli,148,Unhealthy for Sensitive Groups,OZONE,147.9,0.1,Unhealthy (Sensitive)
Finland,Joensuu,37,Good,OZONE,37.0,0.0,Good
India,Razole,93,Moderate,PM2.5,93.0,0.0,Moderate
Russian Federation,Sertolovo,34,Good,OZONE,34.0,0.0,Good
France,Vence,69,Moderate,PM2.5,69.0,0.0,Moderate
Brazil,Sao Joao Dos Patos,20,Good,PM2.5,20.0,0.0,Good
United States of America,Ottawa,69,Moderate,PM2.5,69.0,0.0,Moderate
United States of America,Waukegan,93,Moderate,PM2.5,93.1,0.1,Moderate
France,Bernissart,37,Good,PM2.5,37.0,0.0,Good
Ireland,Cobh,24,Good,OZONE,24.0,0.0,Good
Romania,Orsova,40,Good,OZONE,40.0,0.0,Good
India,Sikar,242,Very Unhealthy,PM2.5,242.1,0.1,Very Unhealthy
Brazil,Rio Brilhante,38,Good,PM2.5,38.0,0.0,Good
United States of America,Montgomery,65,Moderate,PM2.5,64.5,0.5,Moderate
Russian Federation,Melenki,35,Good,OZONE,35.0,0.0,Good
Japan,Fussa,45,Good,PM2.5,45.0,0.0,Good
France,Olivet,38,Good,PM2.5,38.0,0.0,Good
India,Namakkal,54,Moderate,PM2.5,54.0,0.0,Moderate
,Eureka,31,Good,OZONE,31.0,0.0,Good
Russian Federation,Shagonar,42,Good,OZONE,42.0,0.0,Good
Guatemala,Chiquimulilla,90,Moderate,PM2.5,90.0,0.0,Moderate
Mexico,Jaral Del Progreso,43,Good,PM2.5,43.0,0.0,Good
United States of America,Holly Hill,43,Good,PM2.5,43.1,0.1,Good
Costa Rica,Guacimo,51,Moderate,PM2.5,51.0,0.0,Moderate
Brazil,Janauba,15,Good,OZONE,15.0,0.0,Good
Hungary,Hajduhadhaz,66,Moderate,PM2.5,66.0,0.0,Moderate
Belgium,Sint Genesius Rode,54,Moderate,PM2.5,54.0,0.0,Moderate
Germany,Nottuln,34,Good,OZONE,34.0,0.0,Good
Ukraine,Sumy,52,Moderate,PM2.5,52.0,0.0,Moderate
Mexico,Constitucion,35,Good,OZONE,35.0,0.0,Good
Germany,Wermelskirchen,47,Good,PM2.5,47.0,0.0,Good
Germany,Bargteheide,38,Good,PM2.5,38.0,0.0,Good
Brazil,Itapaci,41,Good,PM2.5,41.0,0.0,Good
Italy,Casatenovo,96,Moderate,PM2.5,96.0,0.0,Moderate
Mexico,Chemax,65,Moderate,PM2.5,65.0,0.0,Moderate
India,Dumra,107,Unhealthy for Sensitive Groups,PM2.5,107.0,0.0,Unhealthy (Sensitive)
Malaysia,Banting,89,Moderate,PM2.5,89.0,0.0,Moderate
Brazil,Boquim,23,Good,PM2.5,23.0,0.0,Good
Brazil,Porto Feliz,85,Moderate,PM2.5,85.0,0.0,Moderate
Russian Federation,Nikel,32,Good,OZONE,32.0,0.0,Good
Germany,Schneeberg,32,Good,OZONE,32.0,0.0,Good
China,Taitung,109,Unhealthy for Sensitive Groups,OZONE,109.1,0.1,Unhealthy (Sensitive)
Guatemala,Santa Catarina Ixtahuacan,58,Moderate,PM2.5,58.0,0.0,Moderate
Spain,Azuqueca De Henares,59,Moderate,PM2.5,59.0,0.0,Moderate
Iran (Islamic Republic of),Khonsar,112,Unhealthy for Sensitive Groups,PM2.5,112.0,0.0,Unhealthy (Sensitive)
Indonesia,Sampit,45,Good,PM2.5,45.0,0.0,Good
Czechia,Uherske Hradiste,43,Good,PM2.5,43.0,0.0,Good
India,Paravur,64,Moderate,PM2.5,64.0,0.0,Moderate
Mexico,San Luis Rio Colorado,50,Good,PM2.5,50.0,0.0,Good
Cuba,Sagua La Grande,89,Moderate,PM2.5,89.0,0.0,Moderate
Spain,Melilla,32,Good,OZONE,32.0,0.0,Good
Gabon,Moanda,78,Moderate,PM2.5,78.0,0.0,Moderate
India,Sadat,172,Unhealthy,PM2.5,172.0,0.0,Unhealthy
Mexico,Canoa,105,Unhealthy for Sensitive Groups,PM2.5,105.0,0.0,Unhealthy (Sensitive)
Brazil,Cacoal,42,Good,PM2.5,42.0,0.0,Good
India,Satna,193,Unhealthy,PM2.5,193.5,0.5,Unhealthy
United States of America,Yarmouth,37,Good,OZONE,37.0,0.0,Good
United States of America,Seekonk,41,Good,PM2.5,41.0,0.0,Good
United States of America,Foster City,52,Moderate,PM2.5,52.0,0.0,Moderate
Italy,Barberino Di Mugello,67,Moderate,PM2.5,67.0,0.0,Moderate
China,Fulitun,50,Good,PM2.5,50.0,0.0,Good
Russian Federation,Volgorechensk,58,Moderate,PM2.5,58.0,0.0,Moderate
Germany,Breisach,68,Moderate,PM2.5,68.0,0.0,Moderate
Colombia,Barranquilla,130,Unhealthy for Sensitive Groups,PM2.5,130.0,0.0,Unhealthy (Sensitive)
Italy,Acquaviva Delle Fonti,59,Moderate,OZONE,59.0,0.0,Moderate
Germany,Petershagen,71,Moderate,PM2.5,71.0,0.0,Moderate
United States of America,Vidor,31,Good,PM2.5,31.0,0.0,Good
Germany,Nideggen,54,Moderate,PM2.5,54.0,0.0,Moderate
Russian Federation,Ivanovo,33,Good,OZONE,33.0,0.0,Good
Poland,Goldap,34,Good,OZONE,34.0,0.0,Good
Philippines,Buenlag,58,Moderate,PM2.5,58.0,0.0,Moderate
Malaysia,Tampin,64,Moderate,PM2.5,64.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,Coalville,35,Good,PM2.5,35.0,0.0,Good
United States of America,Terrell,60,Moderate,PM2.5,60.0,0.0,Moderate
Switzerland,Ecublens,59,Moderate,PM2.5,59.0,0.0,Moderate
Ukraine,Skvyra,55,Moderate,PM2.5,55.0,0.0,Moderate
United States of America,Englewood,72,Moderate,PM2.5,72.0,0.0,Moderate
China,Wuchang,72,Moderate,PM2.5,72.0,0.0,Moderate
India,Dhuri,500,Hazardous,PM2.5,500.0,0.0,Hazardous
Costa Rica,Tres Rios,76,Moderate,PM2.5,76.0,0.0,Moderate
Brazil,Mateus Leme,124,Unhealthy for Sensitive Groups,PM2.5,124.2,0.2,Unhealthy (Sensitive)
United Republic of Tanzania,Mbulu,22,Good,PM2.5,22.0,0.0,Good
Iran (Islamic Republic of),Kuhdasht,56,Moderate,PM2.5,56.2,0.2,Moderate
France,Echirolles,40,Good,PM2.5,40.1,0.1,Good
Sweden,Skovde,38,Good,OZONE,38.0,0.0,Good
Indonesia,Tulangan,164,Unhealthy,PM2.5,164.0,0.0,Unhealthy
Colombia,Villanueva,44,Good,PM2.5,44.0,0.0,Good
Romania,Negresti,52,Moderate,PM2.5,52.0,0.0,Moderate
United States of America,Rancho San Diego,64,Moderate,PM2.5,64.0,0.0,Moderate
United States of America,Wells,29,Good,OZONE,29.0,0.0,Good
Republic of Moldova,Comrat,38,Good,OZONE,38.0,0.0,Good
Finland,Kouvola,31,Good,OZONE,31.0,0.0,Good
Peru,Cerro De Pasco,11,Good,PM2.5,10.9,0.1,Good
India,Sadri,154,Unhealthy,PM2.5,154.0,0.0,Unhealthy
Saudi Arabia,Tabuk,175,Unhealthy,PM2.5,175.1,0.1,Unhealthy
Russian Federation,Tuymazy,40,Good,OZONE,40.0,0.0,Good
India,Jejuri,100,Unhealthy for Sensitive Groups,PM2.5,100.0,0.0,Moderate
United States of America,Morgan City,51,Moderate,PM2.5,51.0,0.0,Moderate
Russian Federation,Novaya Lyalya,51,Moderate,PM2.5,51.0,0.0,Moderate
Brazil,Bom Conselho,35,Good,PM2.5,35.0,0.0,Good
Iran (Islamic Republic of),Fasa,93,Moderate,PM2.5,93.0,0.0,Moderate
Brazil,Cardoso,56,Moderate,PM2.5,56.0,0.0,Moderate
India,Vandavasi,65,Moderate,PM2.5,65.0,0.0,Moderate
Brazil,Marilia,22,Good,PM2.5,22.0,0.0,Good
Viet Nam,Uong Bi,152,Unhealthy,PM2.5,152.0,0.0,Unhealthy
Greece,Patrai,121,Unhealthy for Sensitive Groups,PM2.5,121.0,0.0,Unhealthy (Sensitive)
United States of America,Grayslake,79,Moderate,PM2.5,79.0,0.0,Moderate
Colombia,Agustin Codazzi,57,Moderate,PM2.5,57.0,0.0,Moderate
Uganda,Paidha,59,Moderate,PM2.5,59.0,0.0,Moderate
Japan,Matto,81,Moderate,PM2.5,81.0,0.0,Moderate
South Africa,Secunda,154,Unhealthy,PM2.5,154.0,0.0,Unhealthy
Hungary,Balmazujvaros,71,Moderate,PM2.5,71.0,0.0,Moderate
Togo,Tchamba,78,Moderate,PM2.5,78.0,0.0,Moderate
Burundi,Cibitoke,68,Moderate,PM2.5,68.0,0.0,Moderate
Italy,Partanna,66,Moderate,PM2.5,66.0,0.0,Moderate
Kazakhstan,Karatau,78,Moderate,PM2.5,78.0,0.0,Moderate
United States of America,Akron,44,Good,OZONE,44.0,0.0,Good
Slovenia,Trbovlje,67,Moderate,PM2.5,67.0,0.0,Moderate
India,Curchorem,79,Moderate,PM2.5,79.0,0.0,Moderate
Pakistan,Kamir,182,Unhealthy,PM2.5,182.2,0.2,Unhealthy
India,Upleta,158,Unhealthy,PM2.5,158.0,0.0,Unhealthy
United States of America,Ecorse,51,Moderate,PM2.5,51.0,0.0,Moderate
India,Monoharpur,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
United States of America,Livonia,62,Moderate,PM2.5,62.0,0.0,Moderate
Germany,Oelde,44,Good,PM2.5,44.1,0.1,Good
Mozambique,Beira,28,Good,PM2.5,28.0,0.0,Good
Indonesia,Sampang,53,Moderate,PM2.5,53.0,0.0,Moderate
China,Huicheng,88,Moderate,PM2.5,88.0,0.0,Moderate
Italy,Cavarzere,50,Good,PM2.5,50.0,0.0,Good
Mozambique,Xai Xai,39,Good,PM2.5,39.0,0.0,Good
United States of America,Gillette,51,Moderate,PM2.5,51.0,0.0,Moderate
Myanmar,Labutta,30,Good,OZONE,30.0,0.0,Good
Russian Federation,Nizhniy Odes,37,Good,OZONE,37.0,0.0,Good
India,Kosgi,117,Unhealthy for Sensitive Groups,PM2.5,117.0,0.0,Unhealthy (Sensitive)
France,Montargis,70,Moderate,PM2.5,70.0,0.0,Moderate
India,Katghora,166,Unhealthy,PM2.5,166.0,0.0,Unhealthy
United States of America,Waterford,47,Good,PM2.5,47.0,0.0,Good
China,Hengshan,137,Unhealthy for Sensitive Groups,PM2.5,137.0,0.0,Unhealthy (Sensitive)
Brazil,Uniao Dos Palmares,44,Good,PM2.5,44.0,0.0,Good
Chile,Canete,32,Good,PM2.5,32.0,0.0,Good
United States of America,Copperas Cove,31,Good,PM2.5,31.0,0.0,Good
France,Carrieres Sur Seine,69,Moderate,PM2.5,69.0,0.0,Moderate
France,Montrouge,31,Good,PM2.5,31.0,0.0,Good
Thailand,Mae Chan,32,Good,PM2.5,32.0,0.0,Good
,Roquebrune Cap Martin,39,Good,OZONE,39.0,0.0,Good
United Republic of Tanzania,Lembeni,63,Moderate,PM2.5,63.0,0.0,Moderate
Italy,Giulianova,68,Moderate,PM2.5,68.0,0.0,Moderate
United States of America,Carson,101,Unhealthy for Sensitive Groups,PM2.5,101.0,0.0,Unhealthy (Sensitive)
Guatemala,Zacapa,59,Moderate,PM2.5,59.0,0.0,Moderate
Russian Federation,Vasyurinskaya,37,Good,OZONE,37.0,0.0,Good
China,Zhanjiang,64,Moderate,PM2.5,64.0,0.0,Moderate
Denmark,Greve Strand,39,Good,OZONE,39.0,0.0,Good
France,Le Chesnay,70,Moderate,PM2.5,70.0,0.0,Moderate
United States of America,Brownsville,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
Brazil,Maracanau,29,Good,PM2.5,29.0,0.0,Good
India,Sunam,500,Hazardous,PM2.5,500.0,0.0,Hazardous
India,Maindargi,116,Unhealthy for Sensitive Groups,PM2.5,116.1,0.1,Unhealthy (Sensitive)
Greece,Arta,129,Unhealthy for Sensitive Groups,PM2.5,129.0,0.0,Unhealthy (Sensitive)
,Llanelli,40,Good,PM2.5,40.0,0.0,Good
Indonesia,Cisaat,140,Unhealthy for Sensitive Groups,PM2.5,140.0,0.0,Unhealthy (Sensitive)
United States of America,Foxborough,46,Good,PM2.5,46.0,0.0,Good
Nigeria,Okrika,165,Unhealthy,PM2.5,165.0,0.0,Unhealthy
United States of America,Culpeper,49,Good,OZONE,49.0,0.0,Good
Germany,Marktoberdorf,76,Moderate,PM2.5,76.0,0.0,Moderate
United States of America,Troutdale,55,Moderate,PM2.5,55.0,0.0,Moderate
United States of America,Ives Estates,33,Good,PM2.5,33.0,0.0,Good
Japan,Kitaibaraki,55,Moderate,PM2.5,55.0,0.0,Moderate
United States of America,South Orange,66,Moderate,PM2.5,66.0,0.0,Moderate
China,Lanzhou,152,Unhealthy,PM2.5,152.0,0.0,Unhealthy
Brazil,Itabera,16,Good,OZONE,16.0,0.0,Good
Indonesia,Sumber,54,Moderate,PM2.5,54.0,0.0,Moderate
United States of America,Cedar Falls,53,Moderate,PM2.5,53.0,0.0,Moderate
United States of America,Freeport,43,Good,PM2.5,43.0,0.0,Good
Brazil,Lauro Muller,28,Good,PM2.5,28.0,0.0,Good
Tunisia,Manzil Tamim,47,Good,OZONE,47.0,0.0,Good
Mexico,El Grullo,26,Good,PM2.5,26.0,0.0,Good
Germany,Rodenbach,35,Good,OZONE,35.0,0.0,Good
Russian Federation,Morozovsk,46,Good,PM2.5,46.0,0.0,Good
United States of America,Downers Grove,73,Moderate,PM2.5,73.0,0.0,Moderate
Colombia,Duitama,22,Good,PM2.5,22.0,0.0,Good
Russian Federation,Skovorodino,214,Very Unhealthy,PM2.5,213.4,0.6,Very Unhealthy
France,Vaires Sur Marne,50,Good,PM2.5,50.0,0.0,Good
Russian Federation,Roza,34,Good,OZONE,34.0,0.0,Good
China,Mata,71,Moderate,PM2.5,71.2,0.2,Moderate
Germany,Bretten,70,Moderate,PM2.5,70.0,0.0,Moderate
United States of America,Ronkonkoma,50,Good,PM2.5,50.0,0.0,Good
Turkey,Alaca,40,Good,OZONE,40.0,0.0,Good
United States of America,Country Club Hills,70,Moderate,PM2.5,70.0,0.0,Moderate
Niger,Madaoua,44,Good,PM2.5,44.2,0.2,Good
Italy,Palermo,61,Moderate,PM2.5,61.0,0.0,Moderate
Azerbaijan,Lokbatan,51,Moderate,PM2.5,51.0,0.0,Moderate
,Banjul,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
India,Maghar,380,Hazardous,PM2.5,351.5,28.5,Hazardous
Dominican Republic,Bayaguana,129,Unhealthy for Sensitive Groups,PM2.5,129.0,0.0,Unhealthy (Sensitive)
Russian Federation,Gay,41,Good,OZONE,41.0,0.0,Good
United States of America,Hazleton,60,Moderate,PM2.5,60.0,0.0,Moderate
Russian Federation,Muravlenko,57,Moderate,PM2.5,57.0,0.0,Moderate
Poland,Swidnik,47,Good,PM2.5,47.0,0.0,Good
Brazil,Pedra Branca,30,Good,PM2.5,30.0,0.0,Good
Eritrea,Barentu,76,Moderate,PM2.5,76.0,0.0,Moderate
Mexico,Pueblo Nuevo,16,Good,PM2.5,15.6,0.4,Good
Germany,Markkleeberg,60,Moderate,PM2.5,60.0,0.0,Moderate
China,Huangchuan,159,Unhealthy,OZONE,159.0,0.0,Unhealthy
Russian Federation,Dzhalil,46,Good,PM2.5,46.0,0.0,Good
India,Waris Aliganj,302,Hazardous,PM2.5,314.0,12.0,Hazardous
Bangladesh,Kishorganj,66,Moderate,PM2.5,66.0,0.0,Moderate
China,Jinzhou,74,Moderate,OZONE,73.9,0.1,Moderate
Brazil,Iturama,23,Good,PM2.5,23.0,0.0,Good
China,Huaiyin,193,Unhealthy,OZONE,192.1,0.9,Unhealthy
Ecuador,Guano,46,Good,PM2.5,46.5,0.5,Good
India,Suar,126,Unhealthy for Sensitive Groups,PM2.5,126.0,0.0,Unhealthy (Sensitive)
Haiti,Port De Paix,103,Unhealthy for Sensitive Groups,PM2.5,103.0,0.0,Unhealthy (Sensitive)
United States of America,Saint Helens,39,Good,PM2.5,39.0,0.0,Good
Russian Federation,Pervomaysk,38,Good,PM2.5,38.0,0.0,Good
United States of America,Opelika,49,Good,OZONE,49.0,0.0,Good
Russian Federation,Goyty,71,Moderate,PM2.5,71.0,0.0,Moderate
Russian Federation,Uglegorsk,25,Good,OZONE,25.0,0.0,Good
Netherlands,Echt,35,Good,PM2.5,35.0,0.0,Good
Brazil,Amargosa,23,Good,PM2.5,23.0,0.0,Good
Indonesia,Banyumas,62,Moderate,PM2.5,62.0,0.0,Moderate
United States of America,Vadnais Heights,52,Moderate,PM2.5,52.0,0.0,Moderate
Ireland,Ennis,58,Moderate,PM2.5,58.0,0.0,Moderate
Germany,Kleinmachnow,37,Good,OZONE,37.0,0.0,Good
China,Liancheng,58,Moderate,PM2.5,58.0,0.0,Moderate
Germany,Seligenstadt,60,Moderate,PM2.5,60.1,0.1,Moderate
Canada,Baie Comeau,30,Good,PM2.5,30.0,0.0,Good
Bosnia and Herzegovina,Bosanska Gradiska,58,Moderate,PM2.5,58.0,0.0,Moderate
Democratic Republic of the Congo,Bondo,74,Moderate,PM2.5,74.0,0.0,Moderate
Netherlands,Naaldwijk,38,Good,PM2.5,38.0,0.0,Good
Indonesia,Metro,63,Moderate,PM2.5,63.0,0.0,Moderate
Sweden,Vaxjo,41,Good,OZONE,41.0,0.0,Good
Germany,Lilienthal,65,Moderate,PM2.5,65.0,0.0,Moderate
Serbia,Negotin,78,Moderate,PM2.5,78.0,0.0,Moderate
France,Troyes,30,Good,PM2.5,30.0,0.0,Good
Poland,Brzeszcze,96,Moderate,PM2.5,96.0,0.0,Moderate
United States of America,Gainesville,68,Moderate,PM2.5,68.0,0.0,Moderate
Spain,Bullas,29,Good,PM2.5,29.0,0.0,Good
United States of America,Ashtabula,58,Moderate,PM2.5,58.0,0.0,Moderate
Guatemala,Solola,90,Moderate,PM2.5,90.0,0.0,Moderate
Iran (Islamic Republic of),Ardabil,44,Good,PM2.5,44.0,0.0,Good
France,Chateauneuf Les Martigues,59,Moderate,PM2.5,59.0,0.0,Moderate
China,Nanfeng,88,Moderate,PM2.5,88.0,0.0,Moderate
Brazil,Cha Grande,49,Good,PM2.5,49.0,0.0,Good
Germany,Bad Doberan,37,Good,OZONE,37.0,0.0,Good
Côte d'Ivoire,Tiassale,64,Moderate,PM2.5,64.0,0.0,Moderate
,Pontian Kecil,102,Unhealthy for Sensitive Groups,PM2.5,102.0,0.0,Unhealthy (Sensitive)
Canada,Cochrane,38,Good,OZONE,38.0,0.0,Good
Guatemala,Quetzaltenango,76,Moderate,PM2.5,76.0,0.0,Moderate
Russian Federation,Bronnitsy,33,Good,PM2.5,33.0,0.0,Good
Turkey,Biga,44,Good,PM2.5,44.0,0.0,Good
Germany,Remscheid,55,Moderate,PM2.5,55.0,0.0,Moderate
Hungary,Abony,63,Moderate,PM2.5,63.0,0.0,Moderate
Brazil,Apodi,25,Good,PM2.5,25.0,0.0,Good
