country_name,city_name,aqi_value,aqi_category,dominant_pollutant,predicted_aqi,error,risk_level
Pakistan,Quetta,125,Unhealthy for Sensitive Groups,PM2.5,125.0,0.0,Unhealthy (Sensitive)
Pakistan,Jauharabad,224,Very Unhealthy,PM2.5,224.4,0.4,Very Unhealthy
Denmark,Horsholm,36,Good,OZONE,36.0,0.0,Good
India,Adalaj,162,Unhealthy,PM2.5,162.0,0.0,Unhealthy
Hungary,Papa,73,Moderate,PM2.5,73.0,0.0,Moderate
Russian Federation,Vasilyevo,38,Good,PM2.5,38.0,0.0,Good
Philippines,Santa Elena,30,Good,OZONE,30.0,0.0,Good
Guatemala,Santiago Sacatepequez,122,Unhealthy for Sensitive Groups,PM2.5,122.0,0.0,Unhealthy (Sensitive)
Poland,Lubin,35,Good,PM2.5,35.0,0.0,Good
France,Merignac,52,Moderate,PM2.5,52.0,0.0,Moderate
China,Dongdu,152,Unhealthy,OZONE,152.0,0.0,Unhealthy
Czechia,Usti,42,Good,PM2.5,42.0,0.0,Good
Spain,Alhaurin El Grande,32,Good,OZONE,32.0,0.0,Good
Cuba,Venezuela,59,Moderate,PM2.5,59.0,0.0,Moderate
United States of America,Davie,74,Moderate,PM2.5,74.0,0.0,Moderate
China,Hsinpu,54,Moderate,PM2.5,54.0,0.0,Moderate
Hungary,Budakeszi,72,Moderate,PM2.5,72.0,0.0,Moderate
United States of America,Yuba City,57,Moderate,PM2.5,57.0,0.0,Moderate
Italy,Rimini,42,Good,OZONE,42.0,0.0,Good
United States of America,Fairfield,42,Good,PM2.5,42.0,0.0,Good
Netherlands,Helden,37,Good,PM2.5,37.0,0.0,Good
Poland,Gora,56,Moderate,PM2.5,56.0,0.0,Moderate
Portugal,Porto,28,Good,OZONE,28.0,0.0,Good
India,Chhata,177,Unhealthy,PM2.5,176.8,0.2,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Wellingborough,29,Good,OZONE,29.0,0.0,Good
Spain,Caceres,27,Good,OZONE,27.0,0.0,Good
United States of America,Aurora,78,Moderate,PM2.5,78.0,0.0,Moderate
Brazil,Sao Domingos Do Maranhao,21,Good,PM2.5,21.0,0.0,Good
United States of America,Austintown,38,Good,OZONE,37.7,0.3,Good
Greece,Khalandrion,50,Good,PM2.5,50.0,0.0,Good
Brazil,Aracoiaba,31,Good,PM2.5,31.0,0.0,Good
United States of America,Clayton,88,Moderate,PM2.5,88.0,0.0,Moderate
Mexico,Tlaxco,207,Very Unhealthy,PM2.5,207.3,0.3,Very Unhealthy
Côte d'Ivoire,Issia,84,Moderate,PM2.5,84.0,0.0,Moderate
United Republic of Tanzania,Chalinze,22,Good,PM2.5,22.0,0.0,Good
India,Morena,196,Unhealthy,PM2.5,196.0,0.0,Unhealthy
United States of America,Melville,65,Moderate,PM2.5,65.0,0.0,Moderate
France,Douchy Les Mines,37,Good,PM2.5,37.0,0.0,Good
Germany,Bad Hersfeld,62,Moderate,PM2.5,62.0,0.0,Moderate
Nigeria,Amaigbo,112,Unhealthy for Sensitive Groups,PM2.5,112.0,0.0,Unhealthy (Sensitive)
United Kingdom of Great Britain and Northern Ireland,Falmouth,78,Moderate,PM2.5,78.0,0.0,Moderate
China,Jining,158,Unhealthy,PM2.5,158.0,0.0,Unhealthy
Philippines,Tuyom,40,Good,PM2.5,40.0,0.0,Good
Italy,Appiano,30,Good,OZONE,30.0,0.0,Good
Russian Federation,Kartaly,36,Good,OZONE,36.0,0.0,Good
Indonesia,Tayu,100,Unhealthy for Sensitive Groups,OZONE,100.5,0.5,Unhealthy (Sensitive)
Canada,Lindsay,36,Good,OZONE,36.0,0.0,Good
Canada,Grand Centre,41,Good,PM2.5,41.0,0.0,Good
Romania,Moldova Noua,55,Moderate,PM2.5,55.0,0.0,Moderate
United States of America,Highland Springs,54,Moderate,PM2.5,54.0,0.0,Moderate
Bangladesh,Jamalpur,68,Moderate,PM2.5,68.0,0.0,Moderate
United States of America,Bowling Green,74,Moderate,PM2.5,74.0,0.0,Moderate
Turkey,Konya,64,Moderate,PM2.5,64.0,0.0,Moderate
Mexico,Charcas,41,Good,PM2.5,41.0,0.0,Good
United States of America,Back Mountain,62,Moderate,PM2.5,62.0,0.0,Moderate
Egypt,Marsa Matruh,59,Moderate,PM2.5,59.0,0.0,Moderate
Brazil,Sao Raimundo Das Mangabeiras,34,Good,PM2.5,34.0,0.0,Good
Uzbekistan,Salar,150,Unhealthy,PM2.5,150.0,0.0,Unhealthy (Sensitive)
Mexico,Villa Union,105,Unhealthy for Sensitive Groups,PM2.5,105.0,0.0,Unhealthy (Sensitive)
China,Pingdu,118,Unhealthy for Sensitive Groups,PM2.5,118.0,0.0,Unhealthy (Sensitive)
Sweden,Vastervik,38,Good,OZONE,38.0,0.0,Good
Nigeria,Uyo,150,Unhealthy,PM2.5,150.0,0.0,Unhealthy (Sensitive)
United States of America,East Lake,52,Moderate,PM2.5,52.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,Sleaford,36,Good,OZONE,36.0,0.0,Good
Germany,Blumberg,56,Moderate,PM2.5,56.0,0.0,Moderate
France,Verrieres Le Buisson,72,Moderate,PM2.5,72.0,0.0,Moderate
Nigeria,Warri,202,Very Unhealthy,PM2.5,202.9,0.9,Very Unhealthy
,Victoria Point,33,Good,OZONE,33.0,0.0,Good
India,Thasra,157,Unhealthy,PM2.5,157.0,0.0,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Kirkintilloch,37,Good,OZONE,37.0,0.0,Good
Poland,Kety,58,Moderate,PM2.5,58.0,0.0,Moderate
United Republic of Tanzania,Kimamba,19,Good,OZONE,19.0,0.0,Good
United States of America,Springville,123,Unhealthy for Sensitive Groups,PM2.5,123.0,0.0,Unhealthy (Sensitive)
China,Anyang,186,Unhealthy,PM2.5,185.4,0.6,Unhealthy
Germany,Nienburg,69,Moderate,PM2.5,69.0,0.0,Moderate
United States of America,Havelock,53,Moderate,PM2.5,53.0,0.0,Moderate
Mexico,Santiago Tuxtla,62,Moderate,PM2.5,62.0,0.0,Moderate
India,Pandua,179,Unhealthy,PM2.5,179.0,0.0,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Rugeley,50,Good,PM2.5,50.0,0.0,Good
India,Nandura,150,Unhealthy,PM2.5,150.0,0.0,Unhealthy (Sensitive)
United States of America,Avondale,45,Good,PM2.5,45.0,0.0,Good
India,Chidambaram,82,Moderate,PM2.5,82.0,0.0,Moderate
United States of America,Homestead,77,Moderate,PM2.5,77.0,0.0,Moderate
Pakistan,Lachi,166,Unhealthy,PM2.5,166.1,0.1,Unhealthy
Brazil,Arcos,40,Good,PM2.5,40.0,0.0,Good
Brazil,Monte Siao,41,Good,PM2.5,41.0,0.0,Good
United States of America,Forrest City,58,Moderate,PM2.5,58.0,0.0,Moderate
Colombia,Maria La Baja,56,Moderate,PM2.5,56.0,0.0,Moderate
Germany,Ergolding,51,Moderate,PM2.5,51.0,0.0,Moderate
Russian Federation,Yuzhnouralsk,39,Good,OZONE,39.0,0.0,Good
India,Arantangi,59,Moderate,PM2.5,59.0,0.0,Moderate
Malaysia,Beaufort,63,Moderate,PM2.5,63.0,0.0,Moderate
Portugal,Paco De Arcos,34,Good,PM2.5,34.0,0.0,Good
Portugal,Rio Maior,39,Good,PM2.5,39.0,0.0,Good
Hungary,Komarom,61,Moderate,PM2.5,61.0,0.0,Moderate
Guatemala,Cabrican,84,Moderate,PM2.5,84.0,0.0,Moderate
Russian Federation,Vytegra,29,Good,OZONE,29.0,0.0,Good
Chile,Curico,93,Moderate,PM2.5,93.0,0.0,Moderate
Colombia,Bogota,75,Moderate,PM2.5,75.0,0.0,Moderate
Republic of Moldova,Nisporeni,53,Moderate,PM2.5,53.0,0.0,Moderate
United States of America,Tracy,52,Moderate,PM2.5,52.0,0.0,Moderate
Turkey,Develi,46,Good,PM2.5,46.0,0.0,Good
India,Ambur,60,Moderate,PM2.5,60.0,0.0,Moderate
Mexico,Las Choapas,67,Moderate,PM2.5,67.0,0.0,Moderate
Ecuador,Playas,23,Good,PM2.5,23.0,0.0,Good
Guinea,Dalaba,63,Moderate,PM2.5,63.0,0.0,Moderate
Brazil,Sao Joao Evangelista,22,Good,OZONE,22.0,0.0,Good
Brazil,Cajati,33,Good,PM2.5,33.0,0.0,Good
Switzerland,Stafa,56,Moderate,PM2.5,56.0,0.0,Moderate
Romania,Urlati,46,Good,PM2.5,46.0,0.0,Good
Burundi,Ngozi,61,Moderate,PM2.5,61.0,0.0,Moderate
Japan,Ogawa,82,Moderate,PM2.5,82.0,0.0,Moderate
Russian Federation,Kalininskaya,55,Moderate,PM2.5,55.0,0.0,Moderate
South Africa,Bloemfontein,76,Moderate,PM2.5,76.0,0.0,Moderate
United States of America,Longview,46,Good,PM2.5,46.0,0.0,Good
United States of America,Arnold,54,Moderate,PM2.5,54.0,0.0,Moderate
Russian Federation,Megion,45,Good,PM2.5,45.0,0.0,Good
Brazil,Presidente Olegario,42,Good,PM2.5,42.0,0.0,Good
Japan,Kanonji,34,Good,PM2.5,34.0,0.0,Good
Cameroon,Sangmelima,61,Moderate,PM2.5,61.0,0.0,Moderate
India,Tarana,155,Unhealthy,PM2.5,155.0,0.0,Unhealthy
United States of America,The Colony,71,Moderate,PM2.5,71.0,0.0,Moderate
Brazil,Itajobi,54,Moderate,PM2.5,54.0,0.0,Moderate
Guatemala,Colomba,103,Unhealthy for Sensitive Groups,PM2.5,103.0,0.0,Unhealthy (Sensitive)
Russian Federation,Alleroy,61,Moderate,PM2.5,61.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,Shipley,26,Good,OZONE,26.0,0.0,Good
Germany,Zeven,41,Good,OZONE,41.0,0.0,Good
Canada,Quebec,25,Good,OZONE,25.0,0.0,Good
Turkey,Cermik,70,Moderate,PM2.5,70.0,0.0,Moderate
Nigeria,Ilesha,82,Moderate,PM2.5,82.0,0.0,Moderate
Romania,Dragasani,49,Good,OZONE,49.0,0.0,Good
Brazil,Januaria,15,Good,PM2.5,15.0,0.0,Good
Romania,Tulcea,40,Good,OZONE,40.0,0.0,Good
Germany,Lichtenstein,67,Moderate,PM2.5,67.0,0.0,Moderate
Belgium,Zoersel,46,Good,PM2.5,46.0,0.0,Good
Philippines,Dapitan,37,Good,PM2.5,37.0,0.0,Good
Switzerland,Arth,52,Moderate,PM2.5,52.0,0.0,Moderate
Libya,Masallatah,96,Moderate,PM2.5,96.0,0.0,Moderate
Russian Federation,Sukhinichi,35,Good,PM2.5,35.0,0.0,Good
Thailand,Kaeng Khoi,57,Moderate,PM2.5,57.0,0.0,Moderate
China,Zhenlai,66,Moderate,OZONE,66.0,0.0,Moderate
Chile,Lebu,28,Good,OZONE,28.0,0.0,Good
Ukraine,Alushta,44,Good,OZONE,44.0,0.0,Good
Poland,Slupca,39,Good,PM2.5,39.0,0.0,Good
Switzerland,Lausanne,62,Moderate,PM2.5,62.0,0.0,Moderate
Spain,Dos Hermanas,28,Good,OZONE,28.0,0.0,Good
,Velsen,38,Good,OZONE,38.0,0.0,Good
India,Redhakhol,162,Unhealthy,PM2.5,162.0,0.0,Unhealthy
Belgium,Arlon,61,Moderate,PM2.5,61.0,0.0,Moderate
United States of America,Colton,85,Moderate,PM2.5,85.0,0.0,Moderate
United States of America,Garden Grove,93,Moderate,PM2.5,93.0,0.0,Moderate
Ethiopia,Dabat,79,Moderate,PM2.5,79.0,0.0,Moderate
United States of America,Colchester,39,Good,PM2.5,39.0,0.0,Good
Italy,Lurate Caccivio,97,Moderate,PM2.5,97.0,0.0,Moderate
Brazil,Maracaju,14,Good,OZONE,14.0,0.0,Good
Turkey,Mimarsinan,44,Good,OZONE,44.0,0.0,Good
Madagascar,Vangaindrano,28,Good,OZONE,28.0,0.0,Good
,Tsukumi,54,Moderate,OZONE,53.9,0.1,Moderate
Germany,Nidderau,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,Burlingame,50,Good,PM2.5,50.0,0.0,Good
Germany,Halle,42,Good,PM2.5,42.0,0.0,Good
Philippines,Liliw,49,Good,PM2.5,49.0,0.0,Good
Ukraine,Haysyn,66,Moderate,PM2.5,66.0,0.0,Moderate
China,Shenxian,157,Unhealthy,PM2.5,157.0,0.0,Unhealthy
United States of America,Pensacola,82,Moderate,OZONE,82.1,0.1,Moderate
Belarus,Horki,32,Good,OZONE,32.0,0.0,Good
China,Luqiao,206,Very Unhealthy,OZONE,205.9,0.1,Very Unhealthy
Philippines,Pakil,51,Moderate,PM2.5,51.0,0.0,Moderate
Italy,Castel Maggiore,37,Good,OZONE,37.0,0.0,Good
Brazil,Paraibano,15,Good,PM2.5,15.0,0.0,Good
Germany,Brand Erbisdorf,66,Moderate,PM2.5,66.0,0.0,Moderate
Russian Federation,Seryshevo,78,Moderate,PM2.5,78.0,0.0,Moderate
Indonesia,Pontianak,44,Good,PM2.5,44.0,0.0,Good
Brazil,Itaiba,28,Good,PM2.5,28.0,0.0,Good
Philippines,Rizal,84,Moderate,PM2.5,84.0,0.0,Moderate
Spain,El Astillero,42,Good,PM2.5,42.0,0.0,Good
Madagascar,Ambodifototra,26,Good,OZONE,26.0,0.0,Good
Russian Federation,Likhovskoy,44,Good,OZONE,44.0,0.0,Good
Somalia,Hobyo,58,Moderate,PM2.5,58.0,0.0,Moderate
Mexico,Tehuacan,62,Moderate,PM2.5,62.0,0.0,Moderate
Colombia,Apartado,34,Good,PM2.5,34.0,0.0,Good
Bulgaria,Berkovica,78,Moderate,PM2.5,78.0,0.0,Moderate
Ecuador,Machala,36,Good,PM2.5,36.0,0.0,Good
Colombia,Cumaral,66,Moderate,PM2.5,66.0,0.0,Moderate
Brazil,Sao Sebastiao Do Cai,35,Good,PM2.5,35.0,0.0,Good
United States of America,Colesville,54,Moderate,PM2.5,54.0,0.0,Moderate
Paraguay,Horqueta,20,Good,OZONE,20.0,0.0,Good
Mexico,Maneadero,30,Good,OZONE,30.0,0.0,Good
France,Oyonnax,62,Moderate,PM2.5,62.0,0.0,Moderate
Spain,Lora Del Rio,22,Good,PM2.5,22.0,0.0,Good
Equatorial Guinea,Malabo,32,Good,PM2.5,32.0,0.0,Good
Italy,Serravalle Pistoiese,71,Moderate,OZONE,71.0,0.0,Moderate
United States of America,Orlando,58,Moderate,PM2.5,58.0,0.0,Moderate
India,Khatauli,500,Hazardous,PM2.5,497.8,2.2,Hazardous
United States of America,West New York,73,Moderate,PM2.5,73.0,0.0,Moderate
Belarus,Salihorsk,34,Good,OZONE,34.0,0.0,Good
Belgium,Anzegem,38,Good,PM2.5,38.0,0.0,Good
India,Jhinjhak,277,Very Unhealthy,PM2.5,276.8,0.2,Very Unhealthy
Italy,Cuorgne,135,Unhealthy for Sensitive Groups,PM2.5,134.9,0.1,Unhealthy (Sensitive)
Germany,Wachtberg,31,Good,OZONE,31.0,0.0,Good
Mexico,Saltillo,48,Good,PM2.5,48.0,0.0,Good
Germany,Niefern Oschelbronn,65,Moderate,PM2.5,65.0,0.0,Moderate
Spain,San Andres Del Rabanedo,34,Good,PM2.5,34.0,0.0,Good
United Kingdom of Great Britain and Northern Ireland,Paignton,54,Moderate,PM2.5,54.0,0.0,Moderate
Germany,Crimmitschau,69,Moderate,PM2.5,69.0,0.0,Moderate
Spain,Mazarron,34,Good,OZONE,34.0,0.0,Good
United States of America,Glendale,52,Moderate,PM2.5,52.0,0.0,Moderate
Russian Federation,Bogoroditsk,39,Good,OZONE,39.0,0.0,Good
Germany,Mettlach,53,Moderate,PM2.5,53.0,0.0,Moderate
Thailand,Si Bun Ruang,31,Good,PM2.5,31.0,0.0,Good
United States of America,Berea,68,Moderate,PM2.5,68.0,0.0,Moderate
Uzbekistan,Navoi,75,Moderate,PM2.5,75.0,0.0,Moderate
Romania,Santana,73,Moderate,PM2.5,73.0,0.0,Moderate
India,Bagar,500,Hazardous,PM2.5,500.0,0.0,Hazardous
France,Bourg Les Valence,27,Good,PM2.5,27.0,0.0,Good
Germany,Schwedt,35,Good,PM2.5,35.0,0.0,Good
Philippines,Katipunan,152,Unhealthy,PM2.5,152.0,0.0,Unhealthy
Italy,Cerro Maggiore,75,Moderate,PM2.5,75.0,0.0,Moderate
China,Jixi,45,Good,PM2.5,45.0,0.0,Good
United States of America,Vincennes,43,Good,OZONE,43.0,0.0,Good
Brazil,Nova Serrana,63,Moderate,PM2.5,63.0,0.0,Moderate
India,Sirpur,166,Unhealthy,PM2.5,166.1,0.1,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Matlock,48,Good,PM2.5,48.0,0.0,Good
France,Saint Gilles,137,Unhealthy for Sensitive Groups,PM2.5,137.0,0.0,Unhealthy (Sensitive)
United States of America,West Palm Beach,37,Good,OZONE,37.0,0.0,Good
Turkey,Izmir,63,Moderate,PM2.5,63.0,0.0,Moderate
Russian Federation,Kusa,31,Good,OZONE,31.0,0.0,Good
Kazakhstan,Zhanatas,113,Unhealthy for Sensitive Groups,PM2.5,113.0,0.0,Unhealthy (Sensitive)
United States of America,Lenoir,38,Good,OZONE,38.0,0.0,Good
Belgium,Vilvoorde,44,Good,PM2.5,44.0,0.0,Good
Portugal,Entroncamento,35,Good,PM2.5,35.0,0.0,Good
Japan,Yao,82,Moderate,PM2.5,82.0,0.0,Moderate
United States of America,North Port,50,Good,PM2.5,50.0,0.0,Good
Sweden,Umea,35,Good,OZONE,35.0,0.0,Good
Portugal,Santa Iria De Azoia,40,Good,OZONE,40.0,0.0,Good
Ghana,Kade,84,Moderate,PM2.5,84.0,0.0,Moderate
Netherlands,Rotterdam,35,Good,OZONE,35.0,0.0,Good
Russian Federation,Krasnozerskoye,46,Good,OZONE,46.0,0.0,Good
France,Canteleu,56,Moderate,PM2.5,56.0,0.0,Moderate
United States of America,Goshen,76,Moderate,PM2.5,76.0,0.0,Moderate
Indonesia,Plered,116,Unhealthy for Sensitive Groups,OZONE,115.8,0.2,Unhealthy (Sensitive)
Madagascar,Farafangana,42,Good,PM2.5,42.0,0.0,Good
Brazil,Joacaba,21,Good,PM2.5,21.0,0.0,Good
Germany,Friedeburg,38,Good,OZONE,38.0,0.0,Good
India,Rewa,190,Unhealthy,PM2.5,190.0,0.0,Unhealthy
Nigeria,Ilobu,133,Unhealthy for Sensitive Groups,PM2.5,133.0,0.0,Unhealthy (Sensitive)
Pakistan,Lodhran,500,Hazardous,PM2.5,487.9,12.1,Hazardous
Germany,Goch,38,Good,PM2.5,38.0,0.0,Good
,Tual,18,Good,OZONE,18.0,0.0,Good
Switzerland,Bern,30,Good,OZONE,30.0,0.0,Good
United States of America,Lakeland Highlands,65,Moderate,OZONE,65.0,0.0,Moderate
China,Jishu,62,Moderate,PM2.5,62.0,0.0,Moderate
Côte d'Ivoire,Tabou,40,Good,PM2.5,40.0,0.0,Good
Cuba,Sagua De Tanamo,103,Unhealthy for Sensitive Groups,PM2.5,103.0,0.0,Unhealthy (Sensitive)
United States of America,North Chicago,64,Moderate,PM2.5,64.0,0.0,Moderate
Belgium,Enghien,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,Union,51,Moderate,PM2.5,51.0,0.0,Moderate
Armenia,Vanadzor,30,Good,PM2.5,30.0,0.0,Good
United States of America,Camp Verde,43,Good,PM2.5,43.0,0.0,Good
Russian Federation,Ilskiy,37,Good,OZONE,37.0,0.0,Good
Canada,Sydney Mines,17,Good,OZONE,16.9,0.1,Good
Brazil,Rio Claro,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
India,Nilagiri,160,Unhealthy,PM2.5,160.0,0.0,Unhealthy
Germany,Hosbach,61,Moderate,PM2.5,61.0,0.0,Moderate
Kenya,Kericho,84,Moderate,PM2.5,84.0,0.0,Moderate
India,Damoh,155,Unhealthy,PM2.5,155.0,0.0,Unhealthy
India,Paonta Sahib,148,Unhealthy for Sensitive Groups,OZONE,147.6,0.4,Unhealthy (Sensitive)
Japan,Yonago,44,Good,OZONE,44.0,0.0,Good
Turkey,Bafra,48,Good,OZONE,48.0,0.0,Good
Japan,Shirakawa,67,Moderate,OZONE,67.1,0.1,Moderate
Iran (Islamic Republic of),Bandar E Anzali,61,Moderate,PM2.5,61.0,0.0,Moderate
Spain,Camargo,42,Good,OZONE,42.0,0.0,Good
India,Srivaikuntam,42,Good,PM2.5,42.0,0.0,Good
Italy,Bronte,56,Moderate,PM2.5,56.0,0.0,Moderate
China,Suozhen,156,Unhealthy,PM2.5,156.1,0.1,Unhealthy
United States of America,Paterson,52,Moderate,PM2.5,52.0,0.0,Moderate
Spain,Lena,37,Good,OZONE,37.0,0.0,Good
India,Balangir,161,Unhealthy,PM2.5,161.0,0.0,Unhealthy
Romania,Marasesti,44,Good,PM2.5,44.0,0.0,Good
Bangladesh,Gaurnadi,52,Moderate,PM2.5,52.0,0.0,Moderate
Costa Rica,San Ramon,62,Moderate,PM2.5,62.0,0.0,Moderate
Somalia,Mogadishu,31,Good,PM2.5,31.0,0.0,Good
India,Mahbubnagar,65,Moderate,PM2.5,65.0,0.0,Moderate
,Copenhagen,36,Good,PM2.5,36.0,0.0,Good
Portugal,Torres Novas,30,Good,OZONE,30.0,0.0,Good
Italy,Chivasso,81,Moderate,PM2.5,81.0,0.0,Moderate
Peru,Puerto Maldonado,38,Good,PM2.5,38.0,0.0,Good
Germany,Eppstein,30,Good,OZONE,30.0,0.0,Good
Australia,Busselton,32,Good,OZONE,32.0,0.0,Good
Russian Federation,Dvubratskiy,47,Good,OZONE,47.0,0.0,Good
Brazil,Boa Vista,15,Good,PM2.5,15.0,0.0,Good
Brazil,Sao Sepe,24,Good,PM2.5,24.0,0.0,Good
Mexico,Acambaro,30,Good,PM2.5,30.0,0.0,Good
Lebanon,Jazzin,57,Moderate,PM2.5,57.0,0.0,Moderate
Russian Federation,Khabarovsk,66,Moderate,PM2.5,66.0,0.0,Moderate
United States of America,Covington,79,Moderate,OZONE,78.6,0.4,Moderate
Ukraine,Pavlohrad,39,Good,OZONE,39.0,0.0,Good
Hungary,Cegled,63,Moderate,PM2.5,63.0,0.0,Moderate
Brazil,Cambe,25,Good,PM2.5,25.0,0.0,Good
Senegal,Pout,184,Unhealthy,PM2.5,183.8,0.2,Unhealthy
Italy,Montevarchi,39,Good,OZONE,39.0,0.0,Good
United States of America,Siloam Springs,53,Moderate,PM2.5,53.0,0.0,Moderate
Netherlands,Katwijk,41,Good,PM2.5,41.0,0.0,Good
United States of America,Kankakee,64,Moderate,PM2.5,64.0,0.0,Moderate
United States of America,Country Club,153,Unhealthy,PM2.5,153.0,0.0,Unhealthy
United States of America,Ammon,49,Good,PM2.5,49.0,0.0,Good
India,Amloh,161,Unhealthy,PM2.5,161.0,0.0,Unhealthy
Democratic Republic of the Congo,Mbuji Mayi,270,Very Unhealthy,PM2.5,268.8,1.2,Very Unhealthy
Mexico,San Miguel El Alto,50,Good,PM2.5,50.0,0.0,Good
Somalia,Hargeysa,96,Moderate,PM2.5,96.0,0.0,Moderate
India,Bhasawar,194,Unhealthy,PM2.5,194.0,0.0,Unhealthy
India,Bellary,52,Moderate,PM2.5,52.0,0.0,Moderate
France,Flers,30,Good,OZONE,30.0,0.0,Good
Bulgaria,Ajtos,45,Good,OZONE,45.0,0.0,Good
United States of America,Fort Lee,77,Moderate,PM2.5,77.0,0.0,Moderate
Germany,Langelsheim,60,Moderate,PM2.5,60.0,0.0,Moderate
Poland,Gizycko,49,Good,PM2.5,49.0,0.0,Good
Brazil,Campo Formoso,16,Good,PM2.5,16.0,0.0,Good
India,Kayattar,55,Moderate,PM2.5,55.0,0.0,Moderate
Cuba,Cienfuegos,43,Good,PM2.5,43.0,0.0,Good
Cuba,Sancti Spiritus,53,Moderate,PM2.5,53.0,0.0,Moderate
Italy,Paola,64,Moderate,PM2.5,64.0,0.0,Moderate
Argentina,Rio Tercero,25,Good,OZONE,25.0,0.0,Good
Czechia,Jindrichuv Hradec,77,Moderate,PM2.5,77.0,0.0,Moderate
Kingdom of Eswatini,Manzini,75,Moderate,PM2.5,75.0,0.0,Moderate
South Africa,Stanger,165,Unhealthy,PM2.5,165.0,0.0,Unhealthy
,Mesolongion,54,Moderate,PM2.5,54.0,0.0,Moderate
Philippines,Tuba,55,Moderate,PM2.5,55.0,0.0,Moderate
India,Dibrugarh,33,Good,PM2.5,33.0,0.0,Good
United States of America,Mansfield,74,Moderate,PM2.5,74.0,0.0,Moderate
Canada,New Glasgow,49,Good,OZONE,49.0,0.0,Good
Brazil,Apucarana,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,Babylon,57,Moderate,PM2.5,57.0,0.0,Moderate
Poland,Brzesko,73,Moderate,PM2.5,73.0,0.0,Moderate
Germany,Ludinghausen,34,Good,PM2.5,34.0,0.0,Good
India,Dhaulpur,171,Unhealthy,PM2.5,171.0,0.0,Unhealthy
India,Nagothana,101,Unhealthy for Sensitive Groups,PM2.5,101.0,0.0,Unhealthy (Sensitive)
Brazil,Mossoro,23,Good,OZONE,23.0,0.0,Good
India,Afzalgarh,198,Unhealthy,OZONE,197.8,0.2,Unhealthy
United States of America,Mira Loma,87,Moderate,PM2.5,87.0,0.0,Moderate
Spain,Baena,33,Good,PM2.5,33.0,0.0,Good
Malaysia,Labis,88,Moderate,PM2.5,88.0,0.0,Moderate
New Zealand,Taupo,18,Good,PM2.5,18.0,0.0,Good
Australia,Sydney,42,Good,PM2.5,42.0,0.0,Good
Mexico,Silao,130,Unhealthy for Sensitive Groups,PM2.5,130.1,0.1,Unhealthy (Sensitive)
Russian Federation,Kaliningrad,38,Good,PM2.5,38.0,0.0,Good
Turkey,Kurtalan,44,Good,OZONE,44.0,0.0,Good
Brazil,Sao Jose De Mipibu,24,Good,PM2.5,24.0,0.0,Good
United States of America,Kyle,30,Good,PM2.5,30.0,0.0,Good
India,Kalavai,59,Moderate,PM2.5,59.0,0.0,Moderate
Italy,Molinella,68,Moderate,PM2.5,68.0,0.0,Moderate
Australia,Kiama,33,Good,PM2.5,33.0,0.0,Good
Russian Federation,Maykop,57,Moderate,PM2.5,57.0,0.0,Moderate
United States of America,Paris,72,Moderate,PM2.5,72.0,0.0,Moderate
Belgium,Destelbergen,39,Good,PM2.5,39.0,0.0,Good
France,Sedan,33,Good,PM2.5,33.0,0.0,Good
Angola,Huambo,28,Good,PM2.5,28.0,0.0,Good
Brazil,Tabuleiro Do Norte,23,Good,PM2.5,23.0,0.0,Good
Mexico,San Gabriel Casa Blanca,82,Moderate,PM2.5,82.0,0.0,Moderate
United States of America,Portsmouth,47,Good,PM2.5,47.0,0.0,Good
Turkey,Carsamba,35,Good,OZONE,35.0,0.0,Good
Germany,Greven,37,Good,PM2.5,37.0,0.0,Good
Brazil,Igarape,41,Good,PM2.5,41.0,0.0,Good
Canada,Winnipeg,54,Moderate,PM2.5,54.0,0.0,Moderate
Indonesia,Bae,80,Moderate,PM2.5,80.0,0.0,Moderate
United States of America,Shorewood,48,Good,PM2.5,48.0,0.0,Good
Philippines,Sorsogon,47,Good,PM2.5,47.0,0.0,Good
India,Deshnok,443,Hazardous,PM2.5,426.8,16.2,Hazardous
France,Roncq,44,Good,PM2.5,44.0,0.0,Good
India,Lakhisarai,187,Unhealthy,PM2.5,187.1,0.1,Unhealthy
United States of America,Valley Stream,62,Moderate,PM2.5,62.0,0.0,Moderate
China,Liyang,163,Unhealthy,PM2.5,163.0,0.0,Unhealthy
Ukraine,Yalta,46,Good,OZONE,46.0,0.0,Good
India,Kallidaikurichchi,67,Moderate,PM2.5,67.0,0.0,Moderate
Indonesia,Tebingtinggi,84,Moderate,PM2.5,84.0,0.0,Moderate
Russian Federation,Aleksandriyskaya,57,Moderate,PM2.5,57.0,0.0,Moderate
Thailand,Pak Phanang,69,Moderate,PM2.5,69.0,0.0,Moderate
United States of America,Guilford,65,Moderate,PM2.5,65.0,0.0,Moderate
